NAME,Age,Minority,Output,Population
North Dakota,Age 16 and 17 years,Total persons,Margin of Error,544
North Dakota,Age 16 and 17 years,"White alone, not Hispanic/Latino",Estimate,13795
North Dakota,Age 16 and 17 years,"White alone, not Hispanic/Latino",Margin of Error,423
North Dakota,Age 16 and 17 years,Other,Estimate,3130
North Dakota,Age 16 and 17 years,Other,Margin of Error,332
North Dakota,Age 18 to 20 years,Total persons,Estimate,36080
North Dakota,Age 18 to 20 years,Total persons,Margin of Error,939
North Dakota,Age 18 to 20 years,"White alone, not Hispanic/Latino",Estimate,30075
North Dakota,Age 18 to 20 years,"White alone, not Hispanic/Latino",Margin of Error,871
North Dakota,Age 18 to 20 years,Other,Estimate,6005
North Dakota,Age 18 to 20 years,Other,Margin of Error,432
North Dakota,Age 21 to 24 years,Total persons,Estimate,54760
North Dakota,Age 21 to 24 years,Total persons,Margin of Error,1000
North Dakota,Age 21 to 24 years,"White alone, not Hispanic/Latino",Estimate,45440
North Dakota,Age 21 to 24 years,"White alone, not Hispanic/Latino",Margin of Error,876
North Dakota,Age 21 to 24 years,Other,Estimate,9320
North Dakota,Age 21 to 24 years,Other,Margin of Error,487
North Dakota,Age 25 to 34 years,Total persons,Estimate,107805
North Dakota,Age 25 to 34 years,Total persons,Margin of Error,634
North Dakota,Age 25 to 34 years,"White alone, not Hispanic/Latino",Estimate,89445
North Dakota,Age 25 to 34 years,"White alone, not Hispanic/Latino",Margin of Error,130
North Dakota,Age 25 to 34 years,Other,Estimate,18355
North Dakota,Age 25 to 34 years,Other,Margin of Error,608
North Dakota,Age 35 to 44 years,Total persons,Estimate,82370
North Dakota,Age 35 to 44 years,Total persons,Margin of Error,582
North Dakota,Age 35 to 44 years,"White alone, not Hispanic/Latino",Estimate,71085
North Dakota,Age 35 to 44 years,"White alone, not Hispanic/Latino",Margin of Error,147
North Dakota,Age 35 to 44 years,Other,Estimate,11285
North Dakota,Age 35 to 44 years,Other,Margin of Error,563
North Dakota,Age 45 to 59 years,Total persons,Estimate,140055
North Dakota,Age 45 to 59 years,Total persons,Margin of Error,1219
North Dakota,Age 45 to 59 years,"White alone, not Hispanic/Latino",Estimate,126835
North Dakota,Age 45 to 59 years,"White alone, not Hispanic/Latino",Margin of Error,969
North Dakota,Age 45 to 59 years,Other,Estimate,13220
North Dakota,Age 45 to 59 years,Other,Margin of Error,603
North Dakota,Age 60 to 64 years,Total persons,Estimate,42635
North Dakota,Age 60 to 64 years,Total persons,Margin of Error,1015
North Dakota,Age 60 to 64 years,"White alone, not Hispanic/Latino",Estimate,40075
North Dakota,Age 60 to 64 years,"White alone, not Hispanic/Latino",Margin of Error,963
North Dakota,Age 60 to 64 years,Other,Estimate,2560
North Dakota,Age 60 to 64 years,Other,Margin of Error,258
North Dakota,Age 65 to 74 years,Total persons,Estimate,54160
North Dakota,Age 65 to 74 years,Total persons,Margin of Error,211
North Dakota,Age 65 to 74 years,"White alone, not Hispanic/Latino",Estimate,51725
North Dakota,Age 65 to 74 years,"White alone, not Hispanic/Latino",Margin of Error,30
North Dakota,Age 65 to 74 years,Other,Estimate,2435
North Dakota,Age 65 to 74 years,Other,Margin of Error,215
North Dakota,Age 75 years and over,Total persons,Estimate,50585
North Dakota,Age 75 years and over,Total persons,Margin of Error,150
North Dakota,Age 75 years and over,"White alone, not Hispanic/Latino",Estimate,49355
North Dakota,Age 75 years and over,"White alone, not Hispanic/Latino",Margin of Error,15
North Dakota,Age 75 years and over,Other,Estimate,1230
North Dakota,Age 75 years and over,Other,Margin of Error,150
Ohio,"Total, all ages",Total persons,Estimate,11586940
Ohio,"Total, all ages","White alone, not Hispanic/Latino",Estimate,9265125
Ohio,"Total, all ages","White alone, not Hispanic/Latino",Margin of Error,1381
Ohio,"Total, all ages",Other,Estimate,2321820
Ohio,"Total, all ages",Other,Margin of Error,1380
Ohio,Age 0 to 16 years,Total persons,Estimate,2331080
Ohio,Age 0 to 16 years,Total persons,Margin of Error,1939
Ohio,Age 0 to 16 years,"White alone, not Hispanic/Latino",Estimate,1687230
Ohio,Age 0 to 16 years,"White alone, not Hispanic/Latino",Margin of Error,1733
Ohio,Age 0 to 16 years,Other,Estimate,643855
Ohio,Age 0 to 16 years,Other,Margin of Error,1612
Ohio,Age 16 and 17 years,Total persons,Estimate,308780
Ohio,Age 16 and 17 years,Total persons,Margin of Error,1867
Ohio,Age 16 and 17 years,"White alone, not Hispanic/Latino",Estimate,233360
Ohio,Age 16 and 17 years,"White alone, not Hispanic/Latino",Margin of Error,1611
Ohio,Age 16 and 17 years,Other,Estimate,75420
Ohio,Age 16 and 17 years,Other,Margin of Error,1109
Ohio,Age 18 to 20 years,Total persons,Estimate,479930
Ohio,Age 18 to 20 years,Total persons,Margin of Error,2806
Ohio,Age 18 to 20 years,"White alone, not Hispanic/Latino",Estimate,357325
Ohio,Age 18 to 20 years,"White alone, not Hispanic/Latino",Margin of Error,2346
Ohio,Age 18 to 20 years,Other,Estimate,122605
Ohio,Age 18 to 20 years,Other,Margin of Error,1660
Ohio,Age 21 to 24 years,Total persons,Estimate,619105
Ohio,Age 21 to 24 years,Total persons,Margin of Error,2662
Ohio,Age 21 to 24 years,"White alone, not Hispanic/Latino",Estimate,466025
Ohio,Age 21 to 24 years,"White alone, not Hispanic/Latino",Margin of Error,2387
Ohio,Age 21 to 24 years,Other,Estimate,153080
Ohio,Age 21 to 24 years,Other,Margin of Error,1636
Ohio,Age 25 to 34 years,Total persons,Estimate,1469250
Ohio,Age 25 to 34 years,Total persons,Margin of Error,1212
Ohio,Age 25 to 34 years,"White alone, not Hispanic/Latino",Estimate,1134570
Ohio,Age 25 to 34 years,"White alone, not Hispanic/Latino",Margin of Error,498
Ohio,Age 25 to 34 years,Other,Estimate,334680
Ohio,Age 25 to 34 years,Other,Margin of Error,1190
Ohio,Age 35 to 44 years,Total persons,Estimate,1406230
Ohio,Age 35 to 44 years,Total persons,Margin of Error,1084
Ohio,Age 35 to 44 years,"White alone, not Hispanic/Latino",Estimate,1115290
Ohio,Age 35 to 44 years,"White alone, not Hispanic/Latino",Margin of Error,395
Ohio,Age 35 to 44 years,Other,Estimate,290940
Ohio,Age 35 to 44 years,Other,Margin of Error,1222
Ohio,Age 45 to 59 years,Total persons,Estimate,2441740
Ohio,Age 45 to 59 years,Total persons,Margin of Error,3896
Ohio,Age 45 to 59 years,"White alone, not Hispanic/Latino",Estimate,2048505
Ohio,Age 45 to 59 years,"White alone, not Hispanic/Latino",Margin of Error,3768
Ohio,Age 45 to 59 years,Other,Estimate,393240
Ohio,Age 45 to 59 years,Other,Margin of Error,1804
Ohio,Age 60 to 64 years,Total persons,Estimate,734485
Ohio,Age 60 to 64 years,Total persons,Margin of Error,3801
Ohio,Age 60 to 64 years,"White alone, not Hispanic/Latino",Estimate,633385
Ohio,Age 60 to 64 years,"White alone, not Hispanic/Latino",Margin of Error,3704
Ohio,Age 60 to 64 years,Other,Estimate,101105
Ohio,Age 60 to 64 years,Other,Margin of Error,1453
Ohio,Age 65 to 74 years,Total persons,Estimate,1004670
Ohio,Age 65 to 74 years,Total persons,Margin of Error,743
Ohio,Age 65 to 74 years,"White alone, not Hispanic/Latino",Estimate,882605
Ohio,Age 65 to 74 years,"White alone, not Hispanic/Latino",Margin of Error,121
Ohio,Age 65 to 74 years,Other,Estimate,122070
Ohio,Age 65 to 74 years,Other,Margin of Error,747
Ohio,Age 75 years and over,Total persons,Estimate,791665
Ohio,Age 75 years and over,Total persons,Margin of Error,555
Ohio,Age 75 years and over,"White alone, not Hispanic/Latino",Estimate,706840
Ohio,Age 75 years and over,"White alone, not Hispanic/Latino",Margin of Error,113
Ohio,Age 75 years and over,Other,Estimate,84825
Ohio,Age 75 years and over,Other,Margin of Error,574
Oklahoma,"Total, all ages",Total persons,Estimate,3875590
Oklahoma,"Total, all ages","White alone, not Hispanic/Latino",Estimate,2593870
Oklahoma,"Total, all ages","White alone, not Hispanic/Latino",Margin of Error,493
Oklahoma,"Total, all ages",Other,Estimate,1281720
Oklahoma,"Total, all ages",Other,Margin of Error,492
Oklahoma,Age 0 to 16 years,Total persons,Estimate,850330
Oklahoma,Age 0 to 16 years,Total persons,Margin of Error,965
Oklahoma,Age 0 to 16 years,"White alone, not Hispanic/Latino",Estimate,459635
Oklahoma,Age 0 to 16 years,"White alone, not Hispanic/Latino",Margin of Error,692
Oklahoma,Age 0 to 16 years,Other,Estimate,390695
Oklahoma,Age 0 to 16 years,Other,Margin of Error,832
Oklahoma,Age 16 and 17 years,Total persons,Estimate,101995
Oklahoma,Age 16 and 17 years,Total persons,Margin of Error,928
Oklahoma,Age 16 and 17 years,"White alone, not Hispanic/Latino",Estimate,58475
Oklahoma,Age 16 and 17 years,"White alone, not Hispanic/Latino",Margin of Error,703
Oklahoma,Age 16 and 17 years,Other,Estimate,43520
Oklahoma,Age 16 and 17 years,Other,Margin of Error,740
Oklahoma,Age 18 to 20 years,Total persons,Estimate,163915
Oklahoma,Age 18 to 20 years,Total persons,Margin of Error,1636
Oklahoma,Age 18 to 20 years,"White alone, not Hispanic/Latino",Estimate,94200
Oklahoma,Age 18 to 20 years,"White alone, not Hispanic/Latino",Margin of Error,1076
Oklahoma,Age 18 to 20 years,Other,Estimate,69715
Oklahoma,Age 18 to 20 years,Other,Margin of Error,1161
Oklahoma,Age 21 to 24 years,Total persons,Estimate,225070
Oklahoma,Age 21 to 24 years,Total persons,Margin of Error,1686
Oklahoma,Age 21 to 24 years,"White alone, not Hispanic/Latino",Estimate,135350
Oklahoma,Age 21 to 24 years,"White alone, not Hispanic/Latino",Margin of Error,1061
Oklahoma,Age 21 to 24 years,Other,Estimate,89720
Oklahoma,Age 21 to 24 years,Other,Margin of Error,1187
Oklahoma,Age 25 to 34 years,Total persons,Estimate,533745
Oklahoma,Age 25 to 34 years,Total persons,Margin of Error,740
Oklahoma,Age 25 to 34 years,"White alone, not Hispanic/Latino",Estimate,338515
Oklahoma,Age 25 to 34 years,"White alone, not Hispanic/Latino",Margin of Error,263
Oklahoma,Age 25 to 34 years,Other,Estimate,195230
Oklahoma,Age 25 to 34 years,Other,Margin of Error,779
Oklahoma,Age 35 to 44 years,Total persons,Estimate,473290
Oklahoma,Age 35 to 44 years,Total persons,Margin of Error,698
Oklahoma,Age 35 to 44 years,"White alone, not Hispanic/Latino",Estimate,312220
Oklahoma,Age 35 to 44 years,"White alone, not Hispanic/Latino",Margin of Error,176
Oklahoma,Age 35 to 44 years,Other,Estimate,161070
Oklahoma,Age 35 to 44 years,Other,Margin of Error,700
Oklahoma,Age 45 to 59 years,Total persons,Estimate,744600
Oklahoma,Age 45 to 59 years,Total persons,Margin of Error,1829
Oklahoma,Age 45 to 59 years,"White alone, not Hispanic/Latino",Estimate,547980
Oklahoma,Age 45 to 59 years,"White alone, not Hispanic/Latino",Margin of Error,1442
Oklahoma,Age 45 to 59 years,Other,Estimate,196620
Oklahoma,Age 45 to 59 years,Other,Margin of Error,1121
Oklahoma,Age 60 to 64 years,Total persons,Estimate,220760
Oklahoma,Age 60 to 64 years,Total persons,Margin of Error,1764
Oklahoma,Age 60 to 64 years,"White alone, not Hispanic/Latino",Estimate,174985
Oklahoma,Age 60 to 64 years,"White alone, not Hispanic/Latino",Margin of Error,1445
Oklahoma,Age 60 to 64 years,Other,Estimate,45780
Oklahoma,Age 60 to 64 years,Other,Margin of Error,929
Oklahoma,Age 65 to 74 years,Total persons,Estimate,322630
Oklahoma,Age 65 to 74 years,Total persons,Margin of Error,442
Oklahoma,Age 65 to 74 years,"White alone, not Hispanic/Latino",Estimate,265300
Oklahoma,Age 65 to 74 years,"White alone, not Hispanic/Latino",Margin of Error,94
Oklahoma,Age 65 to 74 years,Other,Estimate,57330
Oklahoma,Age 65 to 74 years,Other,Margin of Error,445
Oklahoma,Age 75 years and over,Total persons,Estimate,239255
Oklahoma,Age 75 years and over,Total persons,Margin of Error,436
Oklahoma,Age 75 years and over,"White alone, not Hispanic/Latino",Estimate,207210
Oklahoma,Age 75 years and over,"White alone, not Hispanic/Latino",Margin of Error,55
Oklahoma,Age 75 years and over,Other,Estimate,32045
Oklahoma,Age 75 years and over,Other,Margin of Error,441
Oregon,"Total, all ages",Total persons,Estimate,3982265
Oregon,"Total, all ages","White alone, not Hispanic/Latino",Estimate,3066465
Oregon,"Total, all ages","White alone, not Hispanic/Latino",Margin of Error,886
Oregon,"Total, all ages",Other,Estimate,915800
Oregon,"Total, all ages",Other,Margin of Error,885
Oregon,Age 0 to 16 years,Total persons,Estimate,762515
Oregon,Age 0 to 16 years,Total persons,Margin of Error,1271
Oregon,Age 0 to 16 years,"White alone, not Hispanic/Latino",Estimate,490495
Oregon,Age 0 to 16 years,"White alone, not Hispanic/Latino",Margin of Error,1126
Oregon,Age 0 to 16 years,Other,Estimate,272015
Oregon,Age 0 to 16 years,Other,Margin of Error,837
Oregon,Age 16 and 17 years,Total persons,Estimate,98880
Oregon,Age 16 and 17 years,Total persons,Margin of Error,1249
Oregon,Age 16 and 17 years,"White alone, not Hispanic/Latino",Estimate,66740
Oregon,Age 16 and 17 years,"White alone, not Hispanic/Latino",Margin of Error,1026
Oregon,Age 16 and 17 years,Other,Estimate,32145
Oregon,Age 16 and 17 years,Other,Margin of Error,660
Oregon,Age 18 to 20 years,Total persons,Estimate,153875
Oregon,Age 18 to 20 years,Total persons,Margin of Error,1762
Oregon,Age 18 to 20 years,"White alone, not Hispanic/Latino",Estimate,103445
Oregon,Age 18 to 20 years,"White alone, not Hispanic/Latino",Margin of Error,1368
Oregon,Age 18 to 20 years,Other,Estimate,50430
Oregon,Age 18 to 20 years,Other,Margin of Error,1014
Oregon,Age 21 to 24 years,Total persons,Estimate,211215
Oregon,Age 21 to 24 years,Total persons,Margin of Error,1855
Oregon,Age 21 to 24 years,"White alone, not Hispanic/Latino",Estimate,148125
Oregon,Age 21 to 24 years,"White alone, not Hispanic/Latino",Margin of Error,1406
Oregon,Age 21 to 24 years,Other,Estimate,63085
Oregon,Age 21 to 24 years,Other,Margin of Error,1129
Oregon,Age 25 to 34 years,Total persons,Estimate,548490
Oregon,Age 25 to 34 years,Total persons,Margin of Error,931
Oregon,Age 25 to 34 years,"White alone, not Hispanic/Latino",Estimate,402290
Oregon,Age 25 to 34 years,"White alone, not Hispanic/Latino",Margin of Error,230
Oregon,Age 25 to 34 years,Other,Estimate,146205
Oregon,Age 25 to 34 years,Other,Margin of Error,983
Oregon,Age 35 to 44 years,Total persons,Estimate,518150
Oregon,Age 35 to 44 years,Total persons,Margin of Error,810
Oregon,Age 35 to 44 years,"White alone, not Hispanic/Latino",Estimate,385410
Oregon,Age 35 to 44 years,"White alone, not Hispanic/Latino",Margin of Error,196
Oregon,Age 35 to 44 years,Other,Estimate,132740
Oregon,Age 35 to 44 years,Other,Margin of Error,827
Oregon,Age 45 to 59 years,Total persons,Estimate,785290
Oregon,Age 45 to 59 years,Total persons,Margin of Error,2406
Oregon,Age 45 to 59 years,"White alone, not Hispanic/Latino",Estimate,649975
Oregon,Age 45 to 59 years,"White alone, not Hispanic/Latino",Margin of Error,2322
Oregon,Age 45 to 59 years,Other,Estimate,135315
Oregon,Age 45 to 59 years,Other,Margin of Error,1200
Oregon,Age 60 to 64 years,Total persons,Estimate,269280
Oregon,Age 60 to 64 years,Total persons,Margin of Error,2303
Oregon,Age 60 to 64 years,"White alone, not Hispanic/Latino",Estimate,239035
Oregon,Age 60 to 64 years,"White alone, not Hispanic/Latino",Margin of Error,2320
Oregon,Age 60 to 64 years,Other,Estimate,30245
Oregon,Age 60 to 64 years,Other,Margin of Error,888
Oregon,Age 65 to 74 years,Total persons,Estimate,374410
Oregon,Age 65 to 74 years,Total persons,Margin of Error,495
Oregon,Age 65 to 74 years,"White alone, not Hispanic/Latino",Estimate,339410
Oregon,Age 65 to 74 years,"White alone, not Hispanic/Latino",Margin of Error,120
Oregon,Age 65 to 74 years,Other,Estimate,35000
Oregon,Age 65 to 74 years,Other,Margin of Error,505
Oregon,Age 75 years and over,Total persons,Estimate,260165
Oregon,Age 75 years and over,Total persons,Margin of Error,467
Oregon,Age 75 years and over,"White alone, not Hispanic/Latino",Estimate,241550
Oregon,Age 75 years and over,"White alone, not Hispanic/Latino",Margin of Error,121
Oregon,Age 75 years and over,Other,Estimate,18615
Oregon,Age 75 years and over,Other,Margin of Error,485
Pennsylvania,"Total, all ages",Total persons,Estimate,12783975
Pennsylvania,"Total, all ages","White alone, not Hispanic/Latino",Estimate,9934800
Pennsylvania,"Total, all ages","White alone, not Hispanic/Latino",Margin of Error,1371
Pennsylvania,"Total, all ages",Other,Estimate,2849175
Pennsylvania,"Total, all ages",Other,Margin of Error,1371
Pennsylvania,Age 0 to 16 years,Total persons,Estimate,2381195
Pennsylvania,Age 0 to 16 years,Total persons,Margin of Error,2147
Pennsylvania,Age 0 to 16 years,"White alone, not Hispanic/Latino",Estimate,1621770
Pennsylvania,Age 0 to 16 years,"White alone, not Hispanic/Latino",Margin of Error,1884
Pennsylvania,Age 0 to 16 years,Other,Estimate,759430
Pennsylvania,Age 0 to 16 years,Other,Margin of Error,1438
Pennsylvania,Age 16 and 17 years,Total persons,Estimate,323070
